subject,title,level,credit_amount,description,last_taught
AFRICAN/AFROAMER/HISTORY/POLI SCI,AFRICAN AND AFRICAN-AMERICAN LINKAGES: AN INTRODUCTION,297,4,"Analysis of retention of African elements in African-American oral, written, and material culture. Social, cultural, and political issues regarding race, self-definition, and self-determination in both Africa and North America will be examined",S18
AFRICAN,AFRICAN LITERATURE IN TRANSLATION,300,3,"Introduction to the literature, oral or written, of a coherent cultural area of Africa, for those for whom texts in the original language are not accessible",F24
AFRICAN/INTL ST,ARABIC LITERATURE AND CINEMA,302,3,"An introduction to the most significant topics of contemporary Arabic literature and cinema. Discuss the legacy of colonialism, repressive nature of post-independence regimes, discourses on nationalism, religion vs. secularization, gender relations, representation of cultural otherness, and the Arab Springs. Materials will be drawn from a variety of cultural forms including literature, film, music, and performance; and scholarship, exploring the social, cultural, political, and economic contexts",S25
AFRICAN,AFRICAN LITERATURE AND VISUAL CULTURE,303,3,An introduction to literature and visual culture of Africa in various periods and places; specific topics will vary,S25
AFRICAN,SOCCER IN AFRICA,304,3,"Examines representations of soccer in sub-Saharan Africa. It is meant to make us think about African soccer as a cultural and political practice, while keeping in mind that this is a sport or a game. What does this sport, ""the beautiful game"" as it is called, the most widely followed and adored game, mean to Africans? What is the role of fans and spectators, alongside readers of literature and viewers of film? How does soccer link Africa to the rest of the world? Briefly cover the history of the",F24
AFRICAN,FIRST SEMESTER ARABIC,321,5,"For beginning learners of Modern Standard Arabic; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SECOND SEMESTER ARABIC,322,5,"For beginning learners of Modern Standard Arabic; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S25
AFRICAN,THIRD SEMESTER ARABIC,323,4,"For intermediate learners of Modern Standard Arabic; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,FOURTH SEMESTER ARABIC,324,4,"For intermediate learners of Modern Standard Arabic. Emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S25
AFRICAN,FIFTH SEMESTER ARABIC,329,3,"For advanced learners of Modern Standard Arabic; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SIXTH SEMESTER ARABIC,330,3,"For advanced learners of Modern Standard Arabic; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S25
AFRICAN,FIRST SEMESTER SWAHILI,331,5,"For beginning learners of Standard Swahili; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SECOND SEMESTER SWAHILI,332,5,"For beginning learners of Swahili; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S25
AFRICAN,THIRD SEMESTER SWAHILI,333,4,"Four-skills approach (speaking, listening, writing, reading) centered around authentic texts, recordings, and images. Grammar review, concerted vocabulary expansion, and intensive practice",F24
AFRICAN,FOURTH SEMESTER SWAHILI,334,4,"Four-skills approach (speaking, listening, writing, reading) centered around authentic texts, recordings, and images. Grammar review, concerted vocabulary expansion, and intensive practice",S24
AFRICAN,FIRST SEMESTER-A LANGUAGE OF SOUTHERN AFRICA,335,5,"For beginning learners of a Southern African language; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SECOND SEMESTER-A LANGUAGE OF SOUTHERN AFRICA,336,4-5,"For beginning learners of a Southern African language; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S23
AFRICAN,FIRST SEMESTER SUMMER ARABIC,339,4,"Emphasis on proficiency through speaking, listening, reading and writing, and on communication in cultural context",U25
AFRICAN,SECOND SEMESTER SUMMER ARABIC,340,4,"Emphasis on proficiency through speaking, listening, ready and writing, and on communication in cultural context",U25
AFRICAN,THIRD SEMESTER SUMMER ARABIC,341,4,"Emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",U25
AFRICAN,FOURTH SEMESTER SUMMER ARABIC,342,4,"Emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",U25
AFRICAN,FIFTH SEMESTER SUMMER ARABIC,343,4,"Emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",U25
AFRICAN,SIXTH SEMESTER SUMMER ARABIC,344,4,"Emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",U25
AFRICAN,FIRST SEMESTER HAUSA,361,5,"For beginning learners of Hausa; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F23
AFRICAN,SECOND SEMESTER HAUSA,362,4-5,"For beginning learners of Hausa; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S24
AFRICAN/ASIAN/RELIG ST,ISLAM: RELIGION AND CULTURE,370,3-4,The emergence and development of Islam; schism; theology; asceticism; speculative and popular mysticism; literatures in diverse Islamic languages. Not open to students with credit for LCA 370 prior to Fall 2019,F23
AFRICAN,FIRST SEMESTER YORUBA,371,5,"For beginning learners of Standard Yoruba; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SECOND SEMESTER YORUBA,372,5,"For beginning learners of standard Yoruba; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S25
AFRICAN,THIRD SEMESTER YORUBA,373,4,Advanced grammar and conversational practice. Reading contemporary Yoruba literature and other writings,U25
AFRICAN,FOURTH SEMESTER YORUBA,374,4,Continue to develop and refine competence and performance in linguistic skills,U25
AFRICAN,FIRST SEMESTER-A LANGUAGE OF WEST AFRICA,391,5,"For beginning learners of a West African language; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",F24
AFRICAN,SECOND SEMESTER-A LANGUAGE OF WEST AFRICA,392,4-5,"For beginning learners of a West African language; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context",S20
AFRICAN,THIRD SEMESTER-A LANGUAGE OF WEST AFRICA,393,4,"For intermediate learners of a West African language. Four-skills approach (speaking, listening, writing, reading) centered around authentic texts, recordings, and images. Grammar review, concerted vocabulary expansion, and intensive practice",F24
AFRICAN,FOURTH SEMESTER-A LANGUAGE OF WEST AFRICA,394,4,"For intermediate learners of a West African language. Four-skills approach (speaking, listening, writing, reading) centered around authentic texts, recordings, and images. Grammar review, concerted vocabulary expansion, and intensive practice",S25
AFRICAN,DIRECTED STUDY OF AN AFRICAN LANGUAGE,399,3,Directed language study for students experienced in language self instruction. The instructor will continue to consult with the student and monitor progress,F17
